Movie_ID,Genre,Release_Year,Runtime_Minutes,Budget_Million,Marketing_Million,Opening_Weekend_Million,Theater_Count,IMDb_Rating,Critic_Score,Audience_Score,Star_Power,Franchise,Sequel,Box_Office_Revenue_Million
865,Sci-Fi,2013,122,136.38,67.83,45.62,2952,7.2,88,80,3.8,Yes,Yes,1200.0
866,Animation,2015,92,300.0,90.5,100.51,4834,5.9,75,77,2.2,No,No,1200.0
867,Fantasy,2012,87,73.63,21.99,59.64,3389,7.4,83,79,6.8,Yes,Yes,998.37
868,Animation,2018,114,28.16,11.19,25.0,1913,7.9,88,74,7.4,Yes,Yes,701.63
869,Horror,2014,98,49.75,20.06,35.88,1857,6.9,68,82,6.8,No,No,316.16
870,Drama,2012,134,72.76,24.57,28.04,2243,7.6,77,98,2.6,No,No,253.69
871,Horror,2020,85,11.94,3.91,18.89,1131,7.3,64,91,2.6,No,No,197.6
872,Action,2010,87,68.36,23.77,26.93,2864,6.6,71,80,3.7,No,No,512.25
873,Horror,2019,107,73.04,36.11,58.62,2200,6.3,79,86,4.3,Yes,Yes,587.2
874,Action,2021,84,130.25,43.56,80.85,2868,6.4,86,86,8.3,Yes,Yes,1200.0
875,Action,2015,149,121.72,64.02,64.92,3350,7.3,79,82,3.3,Yes,Yes,1200.0
876,Fantasy,2024,111,59.12,20.79,34.64,2144,7.1,84,85,2.4,Yes,Yes,693.65
877,Animation,2011,103,147.21,77.97,62.29,3504,8.1,60,96,5.2,No,No,1020.25
878,Sci-Fi,2022,124,206.55,99.79,63.91,3140,7.7,81,88,5.3,No,No,1200.0
879,Horror,2012,133,56.01,16.52,38.77,2783,7.7,80,99,5.6,No,No,310.74
880,Drama,2025,119,72.18,35.76,50.63,2621,7.3,96,84,8.6,Yes,No,536.53
881,Action,2010,114,17.44,3.38,1.0,1913,6.3,75,70,2.8,No,No,145.29
882,Animation,2018,95,21.42,11.14,23.17,2058,7.4,87,63,7.6,No,No,377.92
883,Comedy,2017,128,31.9,12.84,12.93,1444,7.2,84,77,4.7,No,No,147.07
884,Thriller,2021,143,41.22,7.08,29.5,2225,6.2,70,62,4.5,Yes,Yes,391.85
885,Fantasy,2011,111,26.97,11.0,44.41,1972,8.1,98,93,9.5,No,No,500.2
886,Sci-Fi,2024,98,53.73,29.0,20.97,1654,8.0,65,81,4.0,Yes,Yes,763.21
887,Romance,2021,119,42.03,7.48,38.8,1843,6.2,71,79,7.1,No,No,216.01
888,Fantasy,2025,115,110.32,41.03,48.38,2728,6.6,85,88,4.2,No,No,669.36
889,Comedy,2020,91,40.4,18.14,26.87,1860,6.7,56,79,6.1,Yes,Yes,368.98
890,Thriller,2017,105,12.44,5.9,24.08,706,7.6,92,79,8.3,No,No,187.25
891,Comedy,2021,151,59.68,18.83,44.32,2875,7.5,75,90,9.1,Yes,Yes,494.72
892,Horror,2023,88,54.49,12.62,45.53,2219,7.1,80,99,8.7,Yes,Yes,446.03
893,Action,2018,101,31.41,5.24,36.19,946,7.3,73,99,6.7,Yes,Yes,681.89
894,Sci-Fi,2010,96,58.5,22.34,26.78,3394,6.1,79,60,4.0,No,No,471.48
895,Adventure,2022,98,27.34,9.05,36.34,2667,7.4,79,73,7.3,No,No,537.52
896,Action,2014,106,68.15,36.09,46.06,2239,7.0,86,67,7.7,No,No,642.11
897,Adventure,2017,124,300.0,52.27,81.3,4079,6.6,78,68,2.1,No,No,1200.0
898,Thriller,2024,141,17.01,7.21,5.02,2155,5.9,59,73,5.5,No,No,92.97
899,Animation,2020,119,39.32,6.29,30.7,2255,7.1,84,78,8.7,No,No,469.6
900,Romance,2023,101,35.43,7.74,17.04,2390,7.4,75,78,5.9,Yes,No,206.85
901,Drama,2011,146,41.5,13.75,21.18,1754,5.7,66,78,4.5,Yes,No,217.17
902,Action,2013,75,106.73,35.43,65.97,3309,7.1,76,88,9.0,Yes,Yes,1200.0
903,Sci-Fi,2016,128,78.27,33.21,47.46,2268,7.2,89,69,3.2,No,No,619.23
904,Comedy,2012,94,95.49,49.09,66.68,3000,6.7,80,88,3.7,Yes,Yes,637.53
905,Sci-Fi,2022,114,56.1,22.75,53.3,1906,7.4,82,91,7.5,Yes,Yes,1044.54
906,Thriller,2025,126,23.29,12.38,25.0,3334,7.0,71,87,4.8,Yes,No,339.1
907,Adventure,2021,83,26.65,13.4,34.69,2388,7.3,68,80,7.7,No,No,442.08
908,Comedy,2014,118,89.34,34.29,36.19,4046,7.5,84,85,3.3,No,No,410.97
909,Drama,2017,119,61.46,29.72,24.18,2767,7.5,77,69,4.0,No,No,282.91
910,Drama,2021,144,124.77,50.79,44.2,2642,7.9,68,99,3.3,Yes,Yes,609.99
911,Action,2019,169,66.55,12.07,43.11,2814,7.4,69,77,9.6,Yes,Yes,1088.04
912,Thriller,2012,84,25.49,11.37,17.69,2480,6.7,91,71,5.2,No,No,212.08
913,Animation,2013,143,39.18,7.36,32.8,2339,6.6,67,70,4.7,No,No,395.42
914,Thriller,2023,114,79.4,30.78,56.23,2830,6.2,81,90,2.1,Yes,Yes,694.33
915,Adventure,2024,99,87.27,37.62,53.7,2966,7.2,76,78,3.2,No,No,808.27
916,Sci-Fi,2018,122,95.89,16.94,69.8,2166,8.2,98,99,5.4,No,No,731.38
917,Drama,2023,89,27.82,6.74,27.58,1518,6.8,88,80,2.5,Yes,Yes,325.99
918,Sci-Fi,2023,90,25.2,13.01,14.11,1630,7.5,75,80,6.1,Yes,Yes,568.37
919,Sci-Fi,2016,80,48.62,19.28,14.15,2301,6.5,53,68,5.6,Yes,No,531.16
920,Sci-Fi,2010,126,140.24,34.85,45.99,2951,7.3,62,79,8.1,No,No,843.27
921,Drama,2023,122,35.03,14.93,35.99,1627,8.1,81,92,7.3,No,No,219.09
922,Fantasy,2021,99,73.93,28.74,30.36,2853,7.6,98,93,5.6,No,No,571.19
923,Horror,2013,145,73.93,25.92,40.61,2607,5.8,62,66,3.8,No,No,306.73
924,Adventure,2013,102,90.18,48.74,75.61,2696,7.6,85,83,7.8,No,No,990.84
925,Fantasy,2018,141,162.26,68.7,87.98,3131,7.6,97,80,7.7,No,No,1121.98
926,Adventure,2015,117,151.8,45.57,64.0,2977,7.2,81,73,3.2,Yes,No,1200.0
927,Comedy,2025,101,37.37,17.56,43.28,1716,7.6,85,77,9.3,Yes,Yes,428.59
928,Thriller,2018,113,14.07,7.09,3.64,2394,6.4,78,85,2.5,Yes,Yes,189.85
929,Thriller,2021,90,35.39,7.08,27.82,1767,7.2,83,79,2.4,No,No,194.5
930,Romance,2024,119,57.77,13.3,37.63,2425,8.0,87,88,3.5,Yes,Yes,403.94
931,Thriller,2015,116,43.48,10.28,39.68,3022,7.9,80,85,9.3,No,No,450.04
932,Drama,2015,126,197.64,84.29,95.43,3413,7.5,84,84,6.2,Yes,Yes,1009.63
933,Animation,2014,133,55.68,21.78,45.68,2781,6.4,83,79,8.3,No,No,557.11
934,Action,2014,117,84.12,33.45,51.37,2841,6.3,89,71,3.8,Yes,Yes,1037.53
935,Romance,2011,85,63.34,33.34,42.4,2526,7.2,83,86,5.9,Yes,No,392.1
936,Action,2017,134,43.9,20.21,29.1,2410,7.2,88,97,4.9,No,No,503.34
937,Adventure,2017,115,15.74,3.17,10.51,1894,7.0,81,75,8.6,No,No,362.94
938,Action,2020,77,52.26,15.1,9.97,2288,6.5,72,73,2.2,No,No,385.67
939,Action,2025,121,300.0,97.25,99.06,4226,7.4,87,92,4.0,Yes,Yes,1200.0
940,Romance,2022,123,24.49,7.55,20.17,2041,7.2,92,97,3.2,Yes,Yes,269.21
941,Comedy,2010,108,16.91,7.06,16.24,1660,7.3,72,74,8.9,No,No,231.64
942,Sci-Fi,2017,111,193.64,98.13,53.18,4046,7.6,69,73,5.7,No,No,1200.0
943,Thriller,2014,103,89.09,24.27,48.73,1752,6.9,72,81,5.2,Yes,No,571.21
944,Thriller,2011,123,62.13,23.03,25.96,2600,6.7,77,78,5.6,No,No,277.13
945,Drama,2023,118,133.36,62.11,97.34,3169,8.0,97,98,9.8,No,No,591.74
946,Romance,2025,97,32.04,10.14,49.2,2211,6.5,63,82,8.8,No,No,356.69
947,Drama,2011,147,51.32,11.15,28.92,2774,6.7,50,79,7.7,No,No,201.18
948,Animation,2023,102,102.33,34.79,63.62,2578,8.1,84,99,4.3,Yes,Yes,1200.0
949,Animation,2024,75,216.82,37.31,62.25,3879,6.7,73,73,3.3,No,No,960.76
950,Drama,2024,106,25.73,13.56,19.72,1173,7.0,66,84,9.4,No,No,256.95
951,Romance,2015,136,126.45,22.75,41.49,2730,6.8,68,69,5.4,No,No,299.41
952,Drama,2025,111,70.49,22.94,35.56,2862,5.7,74,69,4.2,Yes,No,265.27
953,Thriller,2020,82,61.15,22.13,22.97,1681,7.0,79,69,5.8,Yes,Yes,514.92
954,Fantasy,2022,94,54.72,29.77,43.5,2372,6.3,74,65,9.3,No,No,567.45
955,Horror,2018,93,22.36,4.84,18.39,1662,7.3,77,99,5.1,Yes,Yes,310.11
956,Action,2010,103,102.86,20.14,50.12,2670,8.0,80,76,6.5,No,No,814.64
957,Horror,2021,110,33.08,5.08,26.92,1789,5.3,57,63,8.4,Yes,Yes,231.77
958,Romance,2015,125,27.26,5.79,26.67,1422,6.8,81,87,5.4,No,No,168.71
959,Horror,2018,118,97.8,22.78,38.32,2873,7.5,68,99,3.9,Yes,Yes,512.83
960,Animation,2017,119,91.86,36.95,44.34,2602,5.4,79,68,10.0,No,No,646.15
961,Adventure,2020,151,57.9,13.77,51.45,2627,8.2,96,96,9.7,No,No,762.1
962,Action,2015,132,110.95,17.55,36.14,3196,7.4,77,86,8.7,No,No,805.35
963,Sci-Fi,2012,130,138.96,66.79,77.21,3663,8.0,96,99,7.5,No,No,1091.57
964,Romance,2017,79,128.73,38.13,72.45,3025,6.6,86,82,4.4,Yes,Yes,684.73
965,Action,2018,100,39.02,11.37,25.84,2785,6.7,72,74,9.3,No,No,481.71
966,Horror,2010,83,106.33,28.81,38.32,2269,7.0,76,92,4.2,No,No,332.17
967,Animation,2021,100,63.11,34.09,54.58,2822,8.8,98,96,8.4,No,No,725.71
968,Comedy,2018,131,168.88,36.82,89.21,3550,8.2,98,80,9.3,No,No,674.72
969,Fantasy,2023,107,50.75,25.85,56.35,2373,7.2,80,70,6.8,No,No,590.04
970,Sci-Fi,2025,136,43.62,20.1,39.18,2415,7.3,69,83,8.4,No,No,532.91
971,Fantasy,2024,129,36.91,6.67,23.6,1652,7.6,79,89,8.3,Yes,Yes,638.0
972,Action,2025,116,62.2,33.88,44.54,1761,9.0,98,99,3.5,No,No,633.7
973,Animation,2015,137,74.49,19.26,28.09,3325,7.4,72,92,7.3,No,No,594.12
974,Animation,2015,142,75.43,14.29,32.1,2395,7.1,77,84,2.7,Yes,No,631.08
975,Horror,2021,124,69.01,33.24,51.4,2330,6.8,79,89,6.1,No,No,373.74
976,Thriller,2013,120,85.07,36.81,42.37,2014,7.3,72,85,3.3,Yes,Yes,643.54
977,Horror,2010,128,47.59,18.89,19.63,1487,6.6,85,66,5.3,No,No,245.76
978,Thriller,2019,87,31.19,6.62,36.33,2037,7.5,90,73,8.7,No,No,278.08
979,Thriller,2017,113,29.47,10.06,32.1,1894,6.0,88,84,9.9,No,No,310.53
980,Sci-Fi,2025,115,103.66,47.91,55.0,2734,6.9,85,61,4.5,No,No,765.12
981,Horror,2011,108,74.67,20.27,34.98,2516,7.7,75,87,6.3,No,No,322.34
982,Comedy,2021,99,16.46,4.52,33.58,3193,7.4,87,99,6.1,No,No,200.09
983,Drama,2010,135,112.19,16.97,54.96,2640,6.7,85,83,9.6,Yes,Yes,619.02
984,Drama,2011,118,186.72,41.02,97.97,4270,6.9,87,79,5.8,No,No,571.65
985,Horror,2010,120,34.54,17.28,29.19,2932,7.9,79,76,7.6,No,No,263.21
986,Horror,2010,143,68.43,22.36,36.02,2793,6.1,60,88,9.4,No,No,308.76
987,Fantasy,2018,111,40.43,21.98,26.6,2046,6.1,58,84,5.0,Yes,Yes,577.29
988,Sci-Fi,2022,107,82.74,25.51,70.28,1864,6.4,88,82,9.2,No,No,784.44
989,Horror,2023,142,25.78,11.24,27.82,2271,7.1,85,83,9.3,Yes,Yes,444.74
990,Fantasy,2010,85,52.5,13.8,36.04,2782,6.0,60,77,9.4,No,No,471.81
991,Thriller,2022,116,104.08,30.76,56.99,3611,7.9,88,90,4.2,No,No,549.48
992,Animation,2013,100,122.8,27.79,67.51,2430,6.4,71,67,5.2,No,No,900.88
993,Animation,2019,121,72.57,20.96,49.0,2331,7.3,71,94,9.0,No,No,646.15
994,Thriller,2015,126,44.12,16.28,23.84,1725,6.6,74,78,4.9,No,No,306.23
995,Romance,2016,128,19.53,10.68,33.1,1659,7.0,80,87,6.8,No,No,219.51
996,Fantasy,2011,136,33.61,13.97,25.37,2435,5.8,85,69,2.9,No,No,392.55
997,Fantasy,2015,110,40.54,9.31,26.65,1825,7.9,80,95,2.5,No,No,306.05
998,Thriller,2016,111,34.95,5.87,34.35,1702,6.3,54,75,5.3,Yes,Yes,349.08
999,Comedy,2019,126,57.17,11.47,21.93,2713,6.2,60,73,6.6,Yes,No,302.69
1000,Adventure,2023,133,44.04,16.52,30.74,2422,9.0,89,99,5.1,No,No,566.09
